,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
14675,55,unknown,married,unknown,no,666,no,no,unknown,15,may,73,5,-1,0,unknown,no
14676,45,services,married,secondary,no,520,yes,no,unknown,15,may,714,4,-1,0,unknown,no
14677,58,blue-collar,married,primary,no,3501,yes,no,unknown,15,may,544,3,-1,0,unknown,no
14678,44,technician,married,secondary,no,185,yes,no,unknown,15,may,194,2,-1,0,unknown,no
14679,43,blue-collar,married,primary,no,108,yes,yes,unknown,15,may,420,4,-1,0,unknown,no
14682,43,housemaid,married,primary,no,18,yes,yes,unknown,15,may,192,3,-1,0,unknown,no
14683,49,services,single,secondary,no,3061,yes,no,unknown,15,may,155,2,-1,0,unknown,no
14684,44,blue-collar,married,primary,no,0,yes,no,unknown,15,may,226,6,-1,0,unknown,no
14686,40,blue-collar,married,primary,no,902,yes,no,unknown,15,may,619,4,-1,0,unknown,no
14687,43,blue-collar,single,secondary,no,421,yes,no,unknown,15,may,298,3,-1,0,unknown,no
14688,26,blue-collar,married,primary,no,500,yes,no,unknown,15,may,21,6,-1,0,unknown,no
14689,46,blue-collar,married,secondary,no,756,yes,no,unknown,15,may,401,7,-1,0,unknown,no
14690,58,blue-collar,married,secondary,no,288,yes,no,unknown,15,may,404,7,-1,0,unknown,no
14691,53,blue-collar,married,secondary,no,1140,yes,no,unknown,15,may,241,32,-1,0,unknown,no
14692,56,services,married,secondary,no,2658,yes,no,unknown,15,may,302,1,-1,0,unknown,no
14693,43,blue-collar,married,primary,no,632,yes,no,unknown,15,may,440,2,-1,0,unknown,no
14694,36,blue-collar,single,primary,no,263,yes,no,unknown,15,may,172,2,-1,0,unknown,no
14695,34,blue-collar,married,unknown,no,-17,yes,no,unknown,15,may,319,7,-1,0,unknown,no
14696,51,blue-collar,married,secondary,no,701,yes,no,unknown,15,may,1051,3,-1,0,unknown,no
14698,45,blue-collar,married,primary,no,810,yes,no,unknown,15,may,213,4,-1,0,unknown,no
14699,54,blue-collar,married,primary,no,-219,yes,no,unknown,15,may,276,4,-1,0,unknown,no
14700,42,admin.,married,secondary,no,679,yes,no,unknown,15,may,194,2,-1,0,unknown,no
14703,49,management,married,tertiary,no,3840,yes,no,unknown,15,may,146,4,-1,0,unknown,no
14704,55,technician,married,secondary,no,2014,yes,yes,unknown,15,may,253,2,-1,0,unknown,no
14707,50,housemaid,married,primary,no,395,yes,no,unknown,15,may,419,2,-1,0,unknown,no
14708,32,services,married,secondary,no,55,yes,no,unknown,15,may,546,9,-1,0,unknown,no
14709,34,blue-collar,married,secondary,no,326,yes,yes,unknown,15,may,150,2,-1,0,unknown,no
14711,33,management,single,secondary,yes,-174,yes,no,unknown,15,may,156,5,-1,0,unknown,no
14712,43,management,married,tertiary,no,5670,yes,no,unknown,15,may,184,2,-1,0,unknown,no
14714,25,blue-collar,single,secondary,no,0,yes,no,unknown,15,may,244,2,-1,0,unknown,no
14715,49,technician,married,secondary,no,3657,yes,no,unknown,15,may,328,4,-1,0,unknown,no
14716,56,admin.,married,secondary,no,2256,yes,no,unknown,15,may,171,2,-1,0,unknown,no
14717,43,blue-collar,married,primary,no,778,yes,yes,unknown,15,may,284,5,-1,0,unknown,no
14718,41,blue-collar,married,secondary,no,59,yes,no,unknown,15,may,75,8,-1,0,unknown,no
14720,60,retired,single,tertiary,no,7440,yes,no,unknown,15,may,92,3,-1,0,unknown,no
14721,48,blue-collar,married,primary,no,1001,yes,no,unknown,15,may,422,2,-1,0,unknown,no
14722,57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no
14723,42,blue-collar,married,primary,no,1320,no,no,unknown,15,may,301,4,-1,0,unknown,no
14724,50,blue-collar,married,secondary,no,1604,yes,no,unknown,15,may,267,5,-1,0,unknown,no
14725,36,management,married,tertiary,no,900,yes,no,unknown,15,may,475,2,-1,0,unknown,no
14726,44,management,married,secondary,no,2984,yes,no,unknown,15,may,770,2,-1,0,unknown,no
14727,40,blue-collar,married,primary,no,2562,yes,no,unknown,15,may,487,4,-1,0,unknown,no
14729,24,blue-collar,single,primary,no,758,yes,no,unknown,15,may,129,1,-1,0,unknown,no
14730,52,blue-collar,married,primary,no,1079,yes,no,unknown,15,may,257,7,-1,0,unknown,no
14731,49,services,married,secondary,no,2201,yes,no,unknown,15,may,233,3,-1,0,unknown,no
14734,46,technician,divorced,secondary,no,435,yes,no,unknown,15,may,192,3,-1,0,unknown,no
14735,36,blue-collar,married,secondary,no,412,yes,no,unknown,15,may,244,2,-1,0,unknown,no
14736,44,technician,divorced,secondary,no,809,yes,no,unknown,15,may,118,4,-1,0,unknown,no
14737,48,blue-collar,married,primary,no,575,no,no,unknown,15,may,101,3,-1,0,unknown,no
14738,49,technician,married,secondary,no,3033,no,no,unknown,15,may,125,5,-1,0,unknown,no
14739,44,blue-collar,married,primary,no,412,yes,no,unknown,15,may,56,13,-1,0,unknown,no
14740,23,services,single,secondary,no,496,yes,no,unknown,15,may,430,2,-1,0,unknown,no
14741,45,blue-collar,divorced,primary,no,749,yes,no,unknown,15,may,242,6,-1,0,unknown,no
14742,54,management,single,tertiary,no,1439,yes,no,unknown,15,may,809,3,-1,0,unknown,no
14743,43,management,married,tertiary,no,2767,yes,no,unknown,15,may,317,7,-1,0,unknown,no
14745,52,blue-collar,married,primary,no,4015,yes,no,unknown,15,may,493,2,-1,0,unknown,no
14746,37,blue-collar,married,secondary,no,77,yes,no,unknown,15,may,381,7,-1,0,unknown,no
14749,56,blue-collar,married,primary,no,690,yes,no,unknown,15,may,309,2,-1,0,unknown,no
14750,40,management,married,primary,no,1231,yes,yes,unknown,15,may,184,2,-1,0,unknown,no
14751,58,management,married,tertiary,no,714,yes,no,unknown,15,may,850,6,-1,0,unknown,no
14752,42,blue-collar,married,primary,no,1742,yes,no,unknown,15,may,420,2,-1,0,unknown,no
14753,59,retired,divorced,secondary,no,337,yes,no,unknown,15,may,118,4,-1,0,unknown,no
14754,45,technician,married,secondary,no,-237,yes,yes,unknown,15,may,71,3,-1,0,unknown,no
14755,53,admin.,married,secondary,no,1739,yes,no,unknown,15,may,103,3,-1,0,unknown,no
14756,55,technician,married,tertiary,no,874,yes,no,unknown,15,may,314,11,-1,0,unknown,no
14757,60,admin.,married,secondary,no,1880,yes,no,unknown,15,may,196,4,-1,0,unknown,no
14758,48,entrepreneur,married,primary,no,3705,yes,no,unknown,15,may,151,2,-1,0,unknown,no
14760,47,technician,married,secondary,no,2781,yes,no,unknown,15,may,855,4,-1,0,unknown,no
14761,33,blue-collar,married,secondary,no,175,yes,no,unknown,15,may,392,2,-1,0,unknown,no
14763,60,management,divorced,primary,no,38,yes,no,unknown,15,may,78,4,-1,0,unknown,no
14764,52,blue-collar,married,secondary,no,2206,yes,no,unknown,15,may,875,5,-1,0,unknown,no
14765,31,admin.,single,secondary,no,358,yes,no,unknown,15,may,124,2,-1,0,unknown,no
14766,31,unemployed,single,primary,no,0,yes,no,unknown,15,may,24,18,-1,0,unknown,no
14767,53,technician,married,secondary,no,4541,yes,no,unknown,15,may,190,6,-1,0,unknown,no
14768,45,blue-collar,married,secondary,no,120,yes,yes,unknown,15,may,53,3,-1,0,unknown,no
14769,56,blue-collar,married,secondary,no,-382,yes,no,unknown,15,may,278,4,-1,0,unknown,no
14770,36,technician,married,secondary,no,146,yes,yes,unknown,15,may,284,2,-1,0,unknown,no
14771,40,services,married,secondary,no,574,yes,no,unknown,15,may,68,3,-1,0,unknown,no
14772,42,blue-collar,married,primary,no,2519,yes,no,unknown,15,may,262,4,-1,0,unknown,no
14773,52,admin.,married,secondary,no,395,yes,no,unknown,15,may,391,3,-1,0,unknown,no
14774,46,self-employed,divorced,tertiary,no,8717,yes,no,unknown,15,may,343,5,-1,0,unknown,no
14775,59,admin.,divorced,secondary,no,975,yes,no,unknown,15,may,263,4,-1,0,unknown,no
14776,41,technician,married,secondary,no,768,yes,no,unknown,15,may,214,4,-1,0,unknown,no
14777,61,retired,married,secondary,no,280,yes,no,unknown,15,may,88,3,-1,0,unknown,no
14778,57,management,married,tertiary,no,388,no,yes,unknown,15,may,262,4,-1,0,unknown,no
14779,32,admin.,single,secondary,no,289,no,no,unknown,15,may,255,12,-1,0,unknown,no
14780,55,management,single,tertiary,no,1092,yes,yes,unknown,15,may,202,4,-1,0,unknown,no
14781,54,management,married,secondary,no,1394,yes,no,unknown,15,may,438,5,-1,0,unknown,no
14782,55,services,married,secondary,no,151,yes,no,unknown,15,may,88,2,-1,0,unknown,no
14783,31,admin.,married,unknown,no,-295,yes,no,unknown,15,may,311,3,-1,0,unknown,no
14784,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,no
14787,34,blue-collar,married,secondary,no,452,yes,no,unknown,15,may,90,3,-1,0,unknown,no
14788,31,management,single,tertiary,no,635,yes,no,unknown,15,may,293,2,-1,0,unknown,no
14789,23,services,single,secondary,no,75,yes,no,unknown,15,may,448,4,-1,0,unknown,no
14790,35,technician,single,tertiary,no,1455,yes,no,unknown,15,may,70,6,-1,0,unknown,no
14791,43,blue-collar,married,primary,no,2605,yes,no,unknown,15,may,347,4,-1,0,unknown,no
14792,31,technician,single,tertiary,no,56,no,no,unknown,15,may,320,3,-1,0,unknown,no
14793,45,technician,married,secondary,no,89,yes,no,unknown,15,may,175,2,-1,0,unknown,no
14794,29,technician,married,secondary,no,84,yes,no,unknown,15,may,222,12,-1,0,unknown,no
14795,27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown,no
14796,52,blue-collar,married,primary,no,238,yes,no,unknown,15,may,734,5,-1,0,unknown,no
14797,58,management,married,tertiary,no,2360,no,no,unknown,15,may,177,3,-1,0,unknown,no
14798,39,blue-collar,single,primary,no,-21,no,no,unknown,15,may,121,3,-1,0,unknown,no
14799,52,technician,divorced,secondary,no,409,yes,no,unknown,15,may,73,7,-1,0,unknown,no
14803,58,blue-collar,married,primary,no,2547,no,no,unknown,15,may,174,4,-1,0,unknown,no
14805,51,blue-collar,married,secondary,no,1414,yes,no,unknown,15,may,241,2,-1,0,unknown,no
14806,50,blue-collar,married,secondary,no,6258,yes,no,unknown,15,may,139,7,-1,0,unknown,no
14807,39,self-employed,married,tertiary,no,-176,yes,no,unknown,15,may,156,13,-1,0,unknown,no
14808,58,management,divorced,tertiary,no,1533,no,no,unknown,15,may,137,2,-1,0,unknown,no
14809,51,self-employed,single,secondary,no,1640,yes,no,unknown,15,may,67,4,-1,0,unknown,no
14810,45,blue-collar,married,primary,no,91,yes,no,unknown,15,may,239,2,-1,0,unknown,no
14811,41,management,single,tertiary,no,480,yes,no,unknown,15,may,178,2,-1,0,unknown,no
14812,28,blue-collar,single,primary,no,643,yes,no,unknown,15,may,297,1,-1,0,unknown,no
14813,51,blue-collar,married,unknown,no,2547,yes,no,unknown,15,may,491,2,-1,0,unknown,no
14814,45,blue-collar,married,unknown,no,110,yes,no,unknown,15,may,377,4,-1,0,unknown,no
14815,46,admin.,married,secondary,no,35,no,no,unknown,16,may,84,2,-1,0,unknown,no
14816,43,management,single,secondary,no,-228,yes,yes,unknown,16,may,122,2,-1,0,unknown,no
14817,53,retired,married,secondary,no,1139,yes,no,unknown,16,may,107,6,-1,0,unknown,no
14818,50,admin.,divorced,secondary,no,1332,yes,no,unknown,16,may,95,3,-1,0,unknown,no
14819,55,technician,married,secondary,no,0,yes,no,unknown,16,may,248,3,-1,0,unknown,no
14820,52,blue-collar,married,primary,no,779,yes,no,unknown,16,may,30,3,-1,0,unknown,no
14822,51,blue-collar,married,secondary,no,22,yes,no,unknown,16,may,336,2,-1,0,unknown,no
14823,31,admin.,single,secondary,no,0,yes,no,unknown,16,may,28,4,-1,0,unknown,no
14824,41,technician,single,secondary,no,2919,yes,no,unknown,16,may,329,3,-1,0,unknown,no
14826,60,management,divorced,secondary,no,773,yes,yes,unknown,16,may,597,22,-1,0,unknown,no
14827,39,technician,married,unknown,no,880,yes,no,unknown,16,may,29,1,-1,0,unknown,no
14828,41,management,married,secondary,no,218,yes,no,unknown,16,may,247,1,-1,0,unknown,no
14829,36,blue-collar,married,secondary,no,512,yes,no,unknown,16,may,343,1,-1,0,unknown,no
14830,40,blue-collar,single,secondary,no,1101,yes,no,unknown,16,may,214,1,-1,0,unknown,no
14831,29,blue-collar,married,secondary,no,1956,yes,no,unknown,16,may,266,6,-1,0,unknown,no
14832,32,admin.,married,secondary,no,0,no,no,unknown,16,may,137,1,-1,0,unknown,no
14833,45,blue-collar,divorced,primary,no,104,yes,no,unknown,16,may,206,4,-1,0,unknown,no
14834,32,technician,divorced,secondary,no,75,no,no,unknown,16,may,129,1,-1,0,unknown,no
14835,31,housemaid,single,secondary,no,1301,yes,no,unknown,16,may,69,15,-1,0,unknown,no
14836,58,retired,divorced,primary,no,6,no,no,unknown,16,may,228,1,-1,0,unknown,no
14837,40,technician,married,secondary,no,75,yes,no,unknown,16,may,259,1,-1,0,unknown,no
14838,40,services,married,primary,no,44,yes,no,unknown,16,may,144,1,-1,0,unknown,no
14840,40,admin.,married,secondary,no,2,yes,no,unknown,16,may,29,1,-1,0,unknown,no
14841,35,management,single,tertiary,no,205,yes,no,unknown,16,may,512,1,-1,0,unknown,no
14842,39,blue-collar,married,primary,no,2133,yes,yes,unknown,16,may,179,1,-1,0,unknown,no
14844,30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,may,601,1,-1,0,unknown,no
14847,55,technician,married,secondary,no,726,yes,no,unknown,16,may,271,1,-1,0,unknown,no
14848,40,technician,married,secondary,no,26,yes,no,unknown,16,may,230,3,-1,0,unknown,no
14849,27,student,single,tertiary,no,66,yes,no,unknown,16,may,456,1,-1,0,unknown,no
14850,40,admin.,married,secondary,no,2523,yes,no,unknown,16,may,75,1,-1,0,unknown,no
14851,28,management,married,tertiary,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,no
14852,32,management,married,tertiary,no,0,yes,no,unknown,16,may,387,1,-1,0,unknown,no
14853,53,management,single,secondary,no,5558,yes,no,unknown,16,may,286,3,-1,0,unknown,no
14854,29,admin.,single,secondary,no,-507,yes,no,unknown,16,may,286,1,-1,0,unknown,no
14855,29,technician,single,tertiary,no,47,yes,no,unknown,16,may,111,11,-1,0,unknown,no
14856,45,self-employed,married,unknown,no,-257,no,no,unknown,16,may,448,2,-1,0,unknown,no
14857,32,management,married,secondary,no,1423,yes,no,unknown,16,may,223,3,-1,0,unknown,no
14858,47,services,married,secondary,no,51,yes,yes,unknown,16,may,312,1,-1,0,unknown,no
14859,40,services,married,secondary,no,1688,no,no,unknown,16,may,93,1,-1,0,unknown,no
14860,33,services,single,secondary,no,0,yes,no,unknown,16,may,212,1,-1,0,unknown,no
14861,55,housemaid,married,primary,no,1000,yes,no,unknown,16,may,178,1,-1,0,unknown,no
14862,31,blue-collar,single,secondary,no,0,yes,yes,unknown,16,may,111,1,-1,0,unknown,no
14865,31,admin.,divorced,tertiary,no,146,yes,no,unknown,16,may,297,1,-1,0,unknown,no
14867,43,admin.,single,secondary,no,2539,yes,no,unknown,16,may,529,4,-1,0,unknown,no
14868,36,services,married,secondary,no,208,yes,no,unknown,16,may,99,1,-1,0,unknown,no
14869,48,management,married,tertiary,no,542,yes,no,unknown,16,may,137,1,-1,0,unknown,no
14872,43,blue-collar,married,secondary,no,19,yes,no,unknown,16,may,249,1,-1,0,unknown,no
14873,42,admin.,divorced,secondary,no,63,no,no,unknown,16,may,88,6,-1,0,unknown,no
14875,29,blue-collar,married,secondary,no,832,yes,no,unknown,16,may,228,2,-1,0,unknown,no
14877,53,unemployed,married,secondary,no,76,yes,yes,unknown,16,may,283,1,-1,0,unknown,no
14879,25,admin.,married,secondary,no,16,yes,no,unknown,16,may,129,1,-1,0,unknown,no
14880,26,admin.,single,secondary,no,-235,yes,no,unknown,16,may,103,1,-1,0,unknown,no
14881,36,admin.,single,secondary,no,0,yes,yes,unknown,16,may,213,1,-1,0,unknown,no
14882,43,services,divorced,secondary,no,207,yes,no,unknown,16,may,132,1,-1,0,unknown,no
14883,45,admin.,divorced,secondary,no,109,yes,no,unknown,16,may,122,1,-1,0,unknown,no
14884,56,management,divorced,tertiary,no,975,yes,no,unknown,16,may,130,4,-1,0,unknown,no
14885,51,technician,married,secondary,no,143,yes,no,unknown,16,may,627,1,-1,0,unknown,no
14886,47,blue-collar,married,primary,no,1756,yes,no,unknown,16,may,207,1,-1,0,unknown,no
14889,46,management,married,secondary,no,36,yes,no,unknown,16,may,250,1,-1,0,unknown,no
14890,32,management,single,tertiary,no,0,no,no,unknown,16,may,91,1,-1,0,unknown,no
14891,31,admin.,married,secondary,no,468,yes,no,unknown,16,may,159,1,-1,0,unknown,no
14893,31,unemployed,single,secondary,no,199,yes,no,unknown,16,may,86,1,-1,0,unknown,no
14894,40,technician,married,secondary,no,257,yes,no,unknown,16,may,731,4,-1,0,unknown,no
14895,43,blue-collar,married,unknown,no,91,yes,no,unknown,16,may,37,1,-1,0,unknown,no
14897,29,management,married,tertiary,no,1,yes,yes,unknown,16,may,49,1,-1,0,unknown,no
14898,30,services,single,secondary,no,484,yes,no,unknown,16,may,356,2,-1,0,unknown,no
14899,39,management,married,tertiary,no,0,yes,yes,unknown,16,may,107,2,-1,0,unknown,no
14900,51,blue-collar,married,primary,no,196,yes,no,unknown,16,may,248,1,-1,0,unknown,no
14902,44,entrepreneur,married,tertiary,no,3689,yes,no,unknown,16,may,134,3,-1,0,unknown,no
14903,49,technician,married,secondary,no,1269,yes,no,unknown,16,may,355,2,-1,0,unknown,no
14904,30,admin.,married,secondary,no,67,yes,no,unknown,16,may,149,1,-1,0,unknown,no
14907,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
14908,41,management,married,tertiary,no,0,no,yes,unknown,16,may,330,4,-1,0,unknown,no
14909,37,management,single,tertiary,no,499,yes,no,unknown,16,may,537,1,-1,0,unknown,no
14910,32,services,divorced,secondary,no,-115,yes,no,unknown,16,may,134,1,-1,0,unknown,no
14912,38,blue-collar,single,unknown,no,1146,yes,no,unknown,16,may,84,1,-1,0,unknown,no
14913,34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16,may,125,1,-1,0,unknown,no
14915,27,services,married,secondary,no,15,yes,no,unknown,16,may,167,1,-1,0,unknown,no
14916,35,services,married,secondary,no,1053,yes,no,unknown,16,may,25,1,-1,0,unknown,no
14918,29,services,single,secondary,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,no
14919,33,services,divorced,secondary,no,2,yes,no,unknown,16,may,165,1,-1,0,unknown,no
14920,57,retired,divorced,secondary,no,70,yes,no,unknown,16,may,122,1,-1,0,unknown,no
14922,28,services,single,secondary,no,45,yes,no,unknown,16,may,345,1,-1,0,unknown,no
14923,45,blue-collar,divorced,secondary,no,9,yes,no,unknown,16,may,277,6,-1,0,unknown,no
14924,33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,16,may,145,1,-1,0,unknown,no
14925,24,blue-collar,married,secondary,no,142,yes,yes,unknown,16,may,300,1,-1,0,unknown,no
14926,34,technician,single,secondary,no,0,yes,yes,unknown,16,may,214,1,-1,0,unknown,no
14927,23,admin.,married,tertiary,no,2,yes,no,unknown,16,may,140,1,-1,0,unknown,no
14928,59,retired,married,primary,no,646,yes,no,unknown,16,may,140,1,-1,0,unknown,no
14929,40,admin.,single,secondary,no,739,yes,no,unknown,16,may,132,1,-1,0,unknown,no
14930,44,blue-collar,married,primary,no,1511,yes,no,unknown,16,may,96,2,-1,0,unknown,no
14933,39,blue-collar,married,primary,no,385,yes,no,unknown,16,may,225,4,-1,0,unknown,no
14934,36,management,divorced,tertiary,no,1343,yes,yes,unknown,16,may,73,1,-1,0,unknown,no
14935,34,services,divorced,secondary,no,169,yes,no,unknown,16,may,260,1,-1,0,unknown,no
14936,35,blue-collar,married,secondary,no,-613,yes,no,unknown,16,may,754,1,-1,0,unknown,no
14937,47,services,married,primary,no,1496,yes,no,unknown,16,may,211,2,-1,0,unknown,no
14938,40,blue-collar,married,secondary,no,580,yes,no,unknown,16,may,192,1,-1,0,unknown,no
14939,30,technician,married,secondary,no,-306,yes,yes,unknown,16,may,203,1,-1,0,unknown,no
14940,27,management,married,secondary,no,-41,yes,no,unknown,16,may,24,1,-1,0,unknown,no
14941,40,admin.,divorced,secondary,no,783,yes,yes,unknown,16,may,171,2,-1,0,unknown,no
14942,26,blue-collar,divorced,secondary,no,241,yes,no,unknown,16,may,136,1,-1,0,unknown,no
14943,46,management,married,tertiary,no,245,yes,no,unknown,16,may,42,10,-1,0,unknown,no
14944,43,management,married,secondary,no,-26,yes,no,unknown,16,may,343,1,-1,0,unknown,no
14945,36,technician,single,tertiary,no,705,yes,no,unknown,16,may,111,1,-1,0,unknown,no
14946,32,blue-collar,married,secondary,no,23,yes,no,unknown,16,may,77,1,-1,0,unknown,no
14947,47,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,may,268,6,-1,0,unknown,no
14948,29,blue-collar,single,secondary,no,4574,yes,no,unknown,16,may,217,2,-1,0,unknown,no
14949,36,technician,married,tertiary,no,183,yes,no,unknown,16,may,360,1,-1,0,unknown,no
14950,33,blue-collar,single,secondary,no,272,yes,no,unknown,16,may,122,3,-1,0,unknown,no
14952,30,technician,single,secondary,no,677,yes,no,unknown,16,may,241,1,-1,0,unknown,no
14953,59,admin.,divorced,secondary,no,174,yes,no,unknown,16,may,204,1,-1,0,unknown,no
14954,32,blue-collar,married,primary,no,1877,yes,no,unknown,16,may,601,1,-1,0,unknown,no
14955,56,retired,married,secondary,no,3690,yes,yes,unknown,16,may,178,2,-1,0,unknown,no
14956,25,blue-collar,married,secondary,no,109,yes,no,unknown,16,may,306,1,-1,0,unknown,no
14957,30,blue-collar,single,unknown,no,194,yes,no,unknown,16,may,410,1,-1,0,unknown,no
14958,32,blue-collar,single,secondary,no,8,yes,no,unknown,16,may,265,1,-1,0,unknown,no
14959,30,admin.,married,secondary,no,40,yes,yes,unknown,16,may,108,2,-1,0,unknown,no
14960,45,blue-collar,married,secondary,no,-1400,yes,no,unknown,16,may,172,4,-1,0,unknown,no
14961,47,blue-collar,married,secondary,no,-656,yes,no,unknown,16,may,184,2,-1,0,unknown,no
14962,25,technician,single,secondary,no,1400,yes,yes,unknown,16,may,424,1,-1,0,unknown,no
14963,28,blue-collar,married,primary,no,507,yes,no,unknown,16,may,359,1,-1,0,unknown,no
14964,30,blue-collar,single,secondary,no,75,yes,no,unknown,16,may,123,1,-1,0,unknown,no
14965,28,admin.,married,tertiary,no,364,yes,no,unknown,16,may,169,1,-1,0,unknown,no
14967,32,blue-collar,married,secondary,no,1197,yes,yes,unknown,16,may,241,1,-1,0,unknown,no
14968,32,self-employed,single,tertiary,no,12269,no,no,unknown,16,may,141,1,-1,0,unknown,no
14969,40,self-employed,married,tertiary,no,1126,yes,no,unknown,16,may,22,4,-1,0,unknown,no
14970,29,blue-collar,single,primary,no,105,yes,no,unknown,16,may,326,1,-1,0,unknown,no
14971,38,admin.,married,secondary,no,-650,no,no,unknown,16,may,317,1,-1,0,unknown,no
14972,37,blue-collar,single,primary,no,117,yes,no,unknown,16,may,196,3,-1,0,unknown,no
14973,22,admin.,single,secondary,no,118,yes,no,unknown,16,may,270,1,-1,0,unknown,no
14974,23,admin.,single,secondary,no,178,yes,no,unknown,16,may,107,1,-1,0,unknown,no
14975,30,self-employed,single,secondary,no,299,yes,no,unknown,16,may,679,17,-1,0,unknown,no
14976,27,blue-collar,single,primary,no,0,yes,no,unknown,16,may,576,1,-1,0,unknown,no
14977,31,admin.,married,secondary,no,5,no,no,unknown,16,may,102,1,-1,0,unknown,no
14978,26,blue-collar,single,secondary,no,65,no,no,unknown,16,may,161,3,-1,0,unknown,no
14980,29,blue-collar,single,secondary,no,1166,yes,no,unknown,16,may,33,1,-1,0,unknown,no
14982,39,blue-collar,married,primary,no,95,yes,no,unknown,16,may,230,1,-1,0,unknown,no
14983,38,unemployed,married,primary,no,113,yes,no,unknown,16,may,27,2,-1,0,unknown,no
14984,27,entrepreneur,married,secondary,no,554,yes,no,unknown,16,may,131,1,-1,0,unknown,no
14986,36,blue-collar,married,secondary,no,63,yes,no,unknown,16,may,322,2,-1,0,unknown,no
14987,24,services,single,secondary,no,-248,yes,no,unknown,16,may,187,1,-1,0,unknown,no
14988,25,services,single,secondary,no,32,yes,no,unknown,16,may,124,1,-1,0,unknown,no
14989,43,management,married,secondary,no,452,yes,no,unknown,16,may,107,2,-1,0,unknown,no
14993,35,technician,married,secondary,no,523,yes,yes,unknown,16,may,95,1,-1,0,unknown,no
14995,30,technician,single,tertiary,no,236,yes,no,unknown,16,may,197,1,-1,0,unknown,no
14996,24,technician,single,secondary,no,3926,yes,no,unknown,16,may,320,2,-1,0,unknown,no
14998,45,management,married,tertiary,no,876,no,no,unknown,16,may,178,1,-1,0,unknown,no
14999,45,blue-collar,married,primary,no,1163,no,no,unknown,16,may,230,1,-1,0,unknown,no
15000,53,technician,single,secondary,no,708,yes,no,unknown,16,may,631,3,-1,0,unknown,no
15001,34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489,2,-1,0,unknown,no
15004,55,blue-collar,married,primary,no,571,yes,no,unknown,16,may,323,4,-1,0,unknown,no
15006,54,technician,divorced,secondary,no,0,yes,no,unknown,16,may,161,1,-1,0,unknown,no
15007,29,blue-collar,single,primary,no,-63,yes,no,unknown,16,may,410,3,-1,0,unknown,no
15008,23,services,single,secondary,no,91,yes,no,unknown,16,may,374,2,-1,0,unknown,no
15009,24,services,single,secondary,no,0,no,no,unknown,16,may,280,1,-1,0,unknown,no
15010,59,blue-collar,married,secondary,no,169,yes,no,unknown,16,may,181,3,-1,0,unknown,no
15012,40,blue-collar,married,secondary,no,2073,yes,no,unknown,16,may,166,2,-1,0,unknown,no
15013,54,management,divorced,tertiary,no,29887,yes,no,unknown,16,may,865,1,-1,0,unknown,no
15014,35,blue-collar,married,secondary,no,53,yes,no,unknown,16,may,258,2,-1,0,unknown,no
15015,56,housemaid,married,primary,no,82,no,no,unknown,16,may,215,1,-1,0,unknown,no
15016,28,technician,married,secondary,no,58,no,no,unknown,16,may,136,2,-1,0,unknown,no
15017,32,management,single,secondary,no,916,yes,no,unknown,16,may,381,2,-1,0,unknown,no
15019,32,blue-collar,single,primary,no,100,yes,no,unknown,16,may,376,2,-1,0,unknown,no
15020,41,services,married,primary,no,124,yes,no,unknown,16,may,393,2,-1,0,unknown,no
15022,52,technician,married,secondary,no,420,no,no,unknown,16,may,112,4,-1,0,unknown,no
15023,58,technician,divorced,secondary,no,906,yes,yes,unknown,16,may,155,3,-1,0,unknown,no
15024,29,unemployed,single,tertiary,no,0,yes,yes,unknown,16,may,703,4,-1,0,unknown,no
15025,44,blue-collar,divorced,unknown,no,532,no,no,unknown,16,may,141,2,-1,0,unknown,no
15026,53,blue-collar,married,primary,no,634,yes,no,unknown,16,may,475,2,-1,0,unknown,no
15027,44,services,married,secondary,no,0,yes,yes,unknown,16,may,471,2,-1,0,unknown,no
15029,44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown,no
15030,38,management,married,tertiary,no,2724,yes,no,unknown,16,may,177,4,-1,0,unknown,no
15031,27,management,single,tertiary,no,-98,yes,yes,unknown,16,may,344,2,-1,0,unknown,no
15032,44,admin.,married,secondary,no,73,yes,no,unknown,16,may,404,1,-1,0,unknown,no
15033,45,blue-collar,single,secondary,no,636,yes,no,unknown,16,may,287,4,-1,0,unknown,no
15035,47,technician,married,tertiary,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no
15036,54,entrepreneur,married,primary,no,3343,yes,yes,unknown,16,may,216,1,-1,0,unknown,no
