duration,campaign,poutcome
78,4,unknown
277,2,unknown
77,2,failure
46,5,unknown
169,5,unknown
137,1,unknown
318,3,unknown
100,1,other
267,1,unknown
84,1,unknown
104,2,unknown
109,2,unknown
136,4,unknown
166,2,failure
269,1,failure
331,4,unknown
335,1,unknown
379,3,unknown
122,3,unknown
85,4,unknown
485,3,success
167,6,unknown
191,3,unknown
323,1,failure
162,2,unknown
207,1,unknown
73,1,unknown
165,3,other
216,2,unknown
119,2,unknown
433,1,failure
59,4,unknown
79,1,unknown
159,1,unknown
143,3,unknown
46,3,unknown
166,1,unknown
77,2,failure
365,1,unknown
198,1,unknown
204,4,unknown
159,2,unknown
50,2,unknown
63,3,other
74,4,other
157,1,unknown
97,1,unknown
224,2,failure
469,2,failure
137,4,unknown
138,1,unknown
382,3,unknown
206,2,unknown
286,1,unknown
134,1,unknown
79,1,failure
67,4,failure
79,1,failure
172,2,failure
72,1,unknown
54,12,unknown
652,2,unknown
168,2,unknown
600,2,failure
85,1,unknown
156,4,success
217,1,unknown
255,2,failure
15,25,unknown
333,5,unknown
275,1,unknown
105,1,unknown
77,3,unknown
50,4,unknown
154,5,other
115,5,unknown
84,2,unknown
342,3,unknown
180,4,unknown
510,2,unknown
61,4,unknown
238,1,unknown
160,2,unknown
158,3,unknown
40,10,unknown
119,2,unknown
522,5,unknown
308,4,unknown
166,1,other
139,1,unknown
387,3,failure
388,4,unknown
116,3,unknown
346,2,unknown
405,3,unknown
184,1,unknown
173,2,unknown
449,1,other
627,3,unknown
152,4,failure
634,3,unknown
92,1,failure
243,3,unknown
300,1,failure
186,2,unknown
150,2,unknown
140,2,unknown
108,2,failure
100,4,unknown
475,3,success
330,4,unknown
55,2,other
138,8,unknown
304,2,unknown
228,5,unknown
174,2,unknown
198,1,unknown
114,1,unknown
189,1,failure
24,2,unknown
489,1,unknown
210,2,unknown
1389,7,unknown
284,2,unknown
52,2,failure
71,3,unknown
191,4,unknown
64,3,unknown
77,8,unknown
299,4,unknown
205,4,unknown
53,29,unknown
158,1,unknown
44,12,unknown
303,1,unknown
162,1,unknown
51,2,unknown
272,4,unknown
130,2,unknown
175,1,unknown
162,10,unknown
82,9,unknown
126,1,unknown
332,2,unknown
359,1,unknown
10,23,unknown
362,3,unknown
148,1,unknown
44,6,unknown
68,1,unknown
286,3,unknown
305,2,unknown
94,1,unknown
70,1,unknown
169,4,unknown
666,2,unknown
673,8,unknown
114,2,unknown
610,2,unknown
190,1,unknown
125,1,unknown
107,4,unknown
85,1,unknown
119,2,unknown
725,3,unknown
348,1,unknown
401,2,unknown
88,2,unknown
13,3,failure
12,8,unknown
258,18,unknown
251,3,unknown
251,2,unknown
23,12,unknown
120,2,unknown
152,1,unknown
33,3,unknown
205,2,unknown
232,2,failure
355,4,unknown
92,1,unknown
244,3,unknown
132,1,unknown
435,2,failure
339,1,unknown
326,2,unknown
205,3,unknown
249,1,unknown
15,1,unknown
101,2,failure
264,5,unknown
180,2,unknown
92,2,unknown
52,1,unknown
101,3,unknown
109,5,unknown
133,2,unknown
140,4,failure
202,3,unknown
100,2,unknown
234,1,unknown
137,4,unknown
181,2,unknown
222,3,unknown
202,2,unknown
416,4,unknown
97,1,failure
121,5,unknown
29,10,unknown
270,1,unknown
373,3,unknown
105,2,unknown
81,1,unknown
561,1,unknown
48,3,unknown
170,2,failure
123,1,unknown
100,5,unknown
135,2,unknown
295,1,unknown
851,2,unknown
18,6,unknown
149,2,unknown
215,2,unknown
409,4,unknown
60,1,unknown
52,2,unknown
241,1,failure
209,1,unknown
114,1,failure
194,1,unknown
196,2,unknown
593,2,unknown
125,3,unknown
113,1,unknown
123,2,unknown
171,1,unknown
165,1,unknown
301,1,unknown
90,1,unknown
502,3,other
64,2,failure
301,3,success
37,2,failure
97,5,unknown
70,2,failure
96,2,unknown
201,1,unknown
228,1,unknown
178,3,other
126,1,failure
72,4,unknown
657,4,other
195,4,failure
34,1,unknown
237,4,unknown
116,2,unknown
166,8,unknown
240,2,unknown
461,1,unknown
381,2,other
1074,3,failure
193,8,unknown
76,2,unknown
271,2,success
183,1,other
154,4,success
174,10,unknown
151,1,unknown
96,2,failure
24,2,unknown
226,1,unknown
246,1,unknown
129,5,unknown
134,2,unknown
305,1,unknown
27,1,unknown
322,1,unknown
248,1,unknown
251,2,unknown
22,8,unknown
85,1,other
92,2,unknown
1162,2,unknown
115,2,unknown
196,3,unknown
232,2,other
51,8,unknown
253,2,unknown
176,1,failure
91,2,unknown
61,4,unknown
238,6,unknown
246,1,unknown
141,2,unknown
336,2,unknown
150,4,unknown
221,2,unknown
68,1,success
317,1,unknown
572,1,unknown
156,2,unknown
53,1,failure
153,1,unknown
297,1,unknown
328,1,unknown
80,8,unknown
199,1,failure
70,1,unknown
320,1,other
182,2,unknown
185,1,unknown
150,1,unknown
254,1,unknown
716,1,unknown
131,2,unknown
54,1,unknown
258,1,failure
143,1,unknown
305,2,unknown
34,1,unknown
150,2,unknown
73,4,unknown
149,2,unknown
55,2,unknown
93,2,unknown
309,2,unknown
134,1,failure
284,1,failure
50,1,unknown
267,2,unknown
163,8,unknown
1171,1,unknown
15,19,unknown
16,2,unknown
829,1,unknown
58,1,other
180,1,unknown
181,3,unknown
124,1,unknown
310,1,unknown
182,1,unknown
222,3,unknown
87,1,unknown
40,4,unknown
18,7,unknown
116,1,unknown
73,3,unknown
195,3,failure
117,4,other
105,2,unknown
118,6,unknown
71,1,unknown
214,3,unknown
188,1,unknown
192,1,unknown
51,1,unknown
144,2,failure
159,1,unknown
258,2,other
135,2,unknown
302,2,unknown
73,7,unknown
225,2,unknown
116,1,unknown
129,4,other
147,1,unknown
321,2,unknown
145,1,unknown
153,2,unknown
30,9,unknown
350,1,unknown
188,1,failure
107,1,unknown
251,2,unknown
168,2,unknown
59,3,unknown
209,2,unknown
226,3,other
266,2,unknown
171,2,unknown
186,2,unknown
483,1,unknown
102,1,unknown
308,3,unknown
200,4,unknown
48,6,unknown
630,2,unknown
121,2,unknown
226,1,unknown
323,3,unknown
395,4,unknown
227,1,unknown
133,1,unknown
232,1,unknown
154,1,unknown
144,4,unknown
251,1,unknown
441,1,unknown
62,3,unknown
112,5,success
794,2,unknown
143,2,unknown
171,3,unknown
134,2,other
170,1,unknown
236,1,unknown
195,2,failure
125,1,failure
134,3,failure
354,1,unknown
160,1,unknown
433,6,unknown
270,2,unknown
687,2,failure
182,1,unknown
48,10,unknown
71,1,unknown
210,3,unknown
580,3,unknown
212,2,unknown
166,1,unknown
102,1,unknown
185,1,unknown
67,5,unknown
84,11,unknown
612,1,failure
59,3,unknown
528,3,unknown
136,1,unknown
120,2,failure
352,1,unknown
328,2,unknown
1392,4,unknown
268,1,unknown
1086,1,unknown
100,2,unknown
72,3,unknown
121,2,unknown
889,1,unknown
144,1,unknown
446,1,unknown
199,1,unknown
303,3,unknown
85,2,unknown
412,1,unknown
171,6,unknown
185,1,unknown
61,1,unknown
711,2,unknown
110,1,failure
186,1,unknown
62,2,unknown
67,4,unknown
225,1,unknown
84,3,unknown
203,9,unknown
1075,2,unknown
217,4,unknown
317,2,unknown
156,1,unknown
52,4,unknown
158,1,unknown
430,1,unknown
409,1,unknown
58,3,unknown
6,1,unknown
252,6,unknown
351,5,unknown
310,4,failure
176,2,unknown
69,4,unknown
477,1,unknown
13,5,unknown
154,2,unknown
139,1,failure
196,2,unknown
83,1,unknown
156,1,unknown
65,4,unknown
354,1,unknown
38,1,other
134,1,other
1047,2,failure
123,3,unknown
162,2,unknown
34,4,unknown
75,2,unknown
197,6,unknown
380,4,unknown
77,2,unknown
157,1,unknown
678,1,unknown
41,9,unknown
530,2,unknown
102,1,success
735,1,unknown
153,9,unknown
324,5,unknown
333,2,success
342,9,unknown
159,2,unknown
128,3,unknown
209,1,unknown
160,2,unknown
674,2,unknown
91,2,other
832,2,unknown
333,2,unknown
109,2,unknown
523,2,unknown
43,2,unknown
561,1,unknown
70,3,unknown
59,1,unknown
833,8,unknown
221,2,other
6,4,unknown
199,2,unknown
47,1,unknown
112,1,unknown
231,1,unknown
154,1,failure
102,1,unknown
343,2,unknown
108,6,unknown
291,2,unknown
250,1,failure
50,3,unknown
135,3,unknown
622,4,unknown
213,2,unknown
108,9,other
177,4,unknown
7,6,unknown
165,1,unknown
212,2,unknown
132,7,unknown
163,2,unknown
175,1,unknown
79,2,unknown
230,2,unknown
1175,3,other
794,1,unknown
61,4,unknown
460,2,unknown
77,5,unknown
41,1,unknown
163,1,failure
1156,1,other
93,4,unknown
90,2,unknown
561,1,failure
74,1,unknown
183,2,unknown
92,1,unknown
443,1,failure
165,1,unknown
215,2,unknown
15,7,unknown
179,1,unknown
216,2,unknown
27,17,unknown
619,3,unknown
349,2,unknown
762,2,unknown
13,6,failure
340,2,unknown
76,4,unknown
574,3,unknown
149,1,unknown
74,1,unknown
85,3,unknown
229,2,unknown
609,2,failure
67,2,unknown
166,2,unknown
166,2,failure
146,1,unknown
85,2,other
87,2,unknown
144,1,unknown
48,3,unknown
156,8,unknown
140,2,unknown
105,1,failure
90,2,unknown
63,1,unknown
270,5,unknown
634,1,unknown
190,4,unknown
250,1,unknown
104,2,unknown
26,1,unknown
17,5,unknown
330,1,unknown
625,1,unknown
163,3,unknown
138,1,unknown
144,1,unknown
56,1,unknown
285,2,unknown
7,5,unknown
198,1,unknown
114,1,failure
38,1,unknown
45,6,unknown
327,2,failure
164,1,unknown
264,1,unknown
86,1,failure
56,3,unknown
75,4,failure
83,2,unknown
220,1,unknown
109,5,unknown
464,1,unknown
283,2,unknown
154,1,unknown
74,1,failure
67,1,unknown
45,9,unknown
150,3,unknown
80,1,unknown
72,2,unknown
399,1,unknown
14,6,unknown
360,4,unknown
307,1,unknown
31,1,unknown
151,4,unknown
8,10,unknown
111,1,unknown
190,1,unknown
329,1,unknown
91,9,unknown
443,3,unknown
16,1,unknown
205,1,unknown
81,2,unknown
393,1,unknown
250,4,unknown
126,3,unknown
804,12,unknown
90,3,unknown
74,1,unknown
240,1,unknown
77,3,unknown
455,1,unknown
64,4,unknown
102,3,unknown
283,1,unknown
804,1,unknown
313,2,unknown
86,2,unknown
113,2,unknown
120,2,unknown
145,1,unknown
77,18,unknown
99,1,unknown
135,2,unknown
322,7,unknown
154,14,unknown
252,3,unknown
133,4,unknown
101,3,unknown
57,4,unknown
13,8,other
176,18,unknown
76,2,failure
262,1,unknown
272,2,unknown
109,2,unknown
214,1,unknown
69,1,failure
435,1,unknown
20,7,unknown
263,1,failure
759,1,unknown
786,2,unknown
111,4,other
79,5,unknown
173,2,unknown
267,1,unknown
90,3,failure
265,2,failure
93,2,unknown
108,7,unknown
171,13,unknown
149,2,unknown
150,2,unknown
74,1,failure
76,2,unknown
1162,2,unknown
104,1,unknown
55,5,unknown
88,1,failure
150,17,unknown
329,1,other
211,2,unknown
82,2,unknown
247,1,unknown
67,3,unknown
150,8,unknown
161,1,unknown
632,2,unknown
476,1,unknown
82,2,unknown
145,4,unknown
398,1,failure
160,3,unknown
121,1,unknown
82,2,failure
548,1,unknown
185,4,unknown
164,2,unknown
111,1,other
158,2,unknown
184,3,unknown
738,2,unknown
95,2,unknown
139,1,unknown
345,1,unknown
422,1,unknown
163,2,unknown
76,1,unknown
310,3,unknown
83,1,failure
240,1,unknown
135,6,unknown
106,3,unknown
132,2,unknown
247,2,unknown
63,2,unknown
284,3,unknown
421,1,unknown
74,2,failure
185,1,unknown
116,1,unknown
360,1,unknown
85,6,unknown
16,9,other
77,6,unknown
109,2,unknown
76,1,unknown
151,6,other
201,1,failure
130,13,unknown
13,15,unknown
96,4,unknown
47,3,failure
286,4,unknown
83,2,unknown
34,2,unknown
210,3,unknown
288,12,unknown
594,2,unknown
184,2,unknown
199,2,unknown
215,1,unknown
165,2,unknown
214,5,unknown
317,6,unknown
356,1,unknown
182,3,unknown
296,8,unknown
445,1,unknown
32,1,unknown
9,28,unknown
94,2,unknown
87,1,failure
326,1,unknown
39,10,unknown
66,1,unknown
491,1,unknown
286,3,unknown
161,7,unknown
488,2,unknown
50,3,unknown
112,1,unknown
1425,2,unknown
47,1,unknown
65,26,unknown
1001,4,unknown
263,1,failure
243,5,unknown
124,4,failure
113,1,failure
10,2,unknown
162,2,failure
588,2,unknown
135,2,unknown
101,23,unknown
283,2,unknown
530,1,unknown
270,2,unknown
25,26,unknown
347,1,failure
25,6,unknown
366,2,unknown
409,3,unknown
30,1,unknown
200,3,unknown
28,1,unknown
70,2,unknown
85,2,unknown
86,3,unknown
84,5,unknown
139,2,unknown
383,3,unknown
397,2,failure
213,4,unknown
136,2,unknown
111,2,failure
581,3,unknown
424,2,unknown
338,2,unknown
134,1,failure
253,1,unknown
593,4,unknown
42,2,unknown
100,1,success
386,2,unknown
81,3,unknown
435,2,unknown
28,5,unknown
1017,1,unknown
454,1,other
266,1,unknown
1567,5,unknown
476,2,unknown
246,2,unknown
64,1,unknown
111,1,unknown
960,2,unknown
181,1,unknown
118,2,unknown
234,1,unknown
370,4,unknown
158,1,failure
331,2,unknown
97,3,unknown
194,3,unknown
151,8,unknown
194,3,unknown
379,1,unknown
119,2,unknown
419,2,unknown
166,2,unknown
471,1,unknown
82,1,unknown
118,1,unknown
371,2,failure
56,2,unknown
630,1,unknown
202,2,unknown
333,3,unknown
135,1,unknown
276,1,unknown
218,3,unknown
351,1,unknown
374,2,unknown
541,2,unknown
326,1,unknown
144,1,unknown
470,2,unknown
99,1,failure
105,1,failure
87,5,unknown
121,4,failure
145,2,unknown
110,1,failure
279,1,unknown
329,1,unknown
228,1,unknown
149,2,unknown
935,2,unknown
67,1,unknown
53,2,unknown
340,2,failure
280,1,unknown
625,2,unknown
257,1,unknown
152,2,unknown
392,3,unknown
75,2,unknown
351,1,unknown
357,1,unknown
472,2,unknown
97,4,unknown
239,2,failure
1476,4,unknown
235,1,unknown
69,1,unknown
236,5,unknown
201,3,unknown
25,8,unknown
437,2,unknown
426,1,unknown
369,1,unknown
55,1,unknown
97,4,unknown
233,1,unknown
117,1,failure
162,4,unknown
92,2,unknown
288,1,unknown
96,4,unknown
213,3,unknown
306,3,unknown
463,2,unknown
221,12,unknown
350,2,unknown
329,1,unknown
446,3,other
61,23,unknown
243,2,unknown
34,4,unknown
102,1,unknown
653,8,unknown
519,1,failure
50,1,failure
115,1,unknown
384,2,unknown
46,1,unknown
14,5,failure
207,1,unknown
115,1,failure
116,1,unknown
106,1,failure
290,4,unknown
228,2,failure
1096,1,unknown
101,4,failure
157,3,unknown
109,3,unknown
396,2,unknown
60,2,failure
186,2,unknown
10,1,failure
311,1,unknown
43,1,unknown
408,2,unknown
144,4,unknown
216,2,unknown
88,4,unknown
93,1,unknown
165,6,unknown
271,1,unknown
595,2,unknown
531,1,unknown
22,12,unknown
199,4,unknown
563,2,unknown
202,1,unknown
121,4,unknown
12,1,unknown
2027,5,unknown
164,7,unknown
100,1,other
215,1,unknown
69,3,failure
377,3,unknown
201,1,unknown
30,18,unknown
260,11,unknown
83,1,unknown
456,1,failure
14,9,unknown
99,3,failure
138,1,unknown
60,6,unknown
90,3,unknown
174,2,unknown
175,2,unknown
33,1,success
506,1,unknown
88,9,unknown
124,2,other
124,4,failure
143,2,unknown
632,1,unknown
118,4,unknown
101,2,unknown
7,8,failure
119,1,unknown
262,5,unknown
219,2,unknown
310,1,unknown
321,1,unknown
151,1,unknown
588,2,failure
146,2,unknown
131,2,success
217,1,failure
73,17,unknown
7,5,unknown
761,8,unknown
259,3,unknown
257,2,unknown
324,3,unknown
364,1,other
7,5,unknown
299,1,unknown
156,3,unknown
192,1,unknown
128,3,unknown
173,1,unknown
90,1,failure
200,1,unknown
144,4,unknown
691,1,unknown
232,2,unknown
245,1,unknown
875,1,success
171,4,unknown
86,1,unknown
265,2,unknown
167,2,unknown
112,2,other
221,2,unknown
784,1,unknown
845,1,failure
154,4,unknown
201,4,unknown
219,10,unknown
209,5,unknown
323,1,unknown
114,2,unknown
159,1,unknown
315,2,failure
99,1,unknown
112,2,unknown
137,5,unknown
14,8,other
169,1,unknown
91,2,unknown
173,8,unknown
207,1,unknown
165,3,unknown
59,3,unknown
343,4,unknown
220,6,unknown
268,1,unknown
119,2,unknown
738,3,unknown
119,2,unknown
259,1,unknown
144,2,unknown
109,4,failure
244,1,unknown
115,4,unknown
22,3,unknown
101,4,unknown
180,2,unknown
404,2,unknown
206,1,unknown
219,3,unknown
262,3,unknown
29,2,unknown
35,2,unknown
160,3,unknown
460,2,unknown
552,4,unknown
124,1,unknown
493,1,unknown
190,1,failure
547,3,unknown
441,4,unknown
7,1,unknown
469,7,unknown
264,2,unknown
101,3,unknown
148,2,unknown
115,1,unknown
193,1,unknown
102,1,unknown
77,5,unknown
172,2,other
172,3,unknown
58,1,failure
43,1,failure
373,4,unknown
123,2,unknown
121,1,unknown
45,1,unknown
312,1,unknown
93,8,unknown
240,1,unknown
73,5,unknown
481,1,unknown
81,4,unknown
245,2,unknown
21,1,unknown
471,2,unknown
107,3,unknown
105,2,unknown
294,1,other
289,1,unknown
98,2,unknown
460,2,unknown
84,1,unknown
502,2,unknown
159,6,unknown
155,2,failure
112,3,unknown
251,3,unknown
345,2,unknown
170,1,unknown
125,2,unknown
297,1,unknown
147,1,unknown
50,1,unknown
620,1,unknown
198,2,unknown
274,2,unknown
515,2,unknown
434,3,failure
206,6,unknown
52,11,unknown
339,5,unknown
72,1,unknown
193,3,unknown
26,1,unknown
225,1,unknown
419,2,unknown
37,1,unknown
223,1,unknown
1195,2,other
170,2,unknown
79,4,unknown
335,3,unknown
246,1,unknown
112,1,unknown
820,3,unknown
124,3,unknown
183,1,unknown
1369,3,unknown
177,1,unknown
74,1,unknown
235,3,failure
282,1,unknown
182,1,unknown
87,2,failure
266,5,unknown
20,3,unknown
286,2,unknown
104,1,unknown
75,1,failure
177,1,unknown
793,2,unknown
253,1,unknown
270,1,failure
718,1,failure
89,2,unknown
1020,1,unknown
198,13,unknown
289,2,unknown
179,6,unknown
179,2,unknown
37,2,unknown
83,12,unknown
66,2,unknown
85,5,unknown
14,11,unknown
97,4,unknown
152,1,unknown
11,21,unknown
175,5,other
45,1,failure
360,1,other
249,2,unknown
600,2,failure
163,2,unknown
200,3,unknown
312,3,unknown
214,1,unknown
147,1,unknown
136,1,unknown
125,5,unknown
96,2,unknown
101,3,unknown
277,3,unknown
162,1,unknown
63,3,unknown
272,1,unknown
363,1,unknown
667,2,unknown
80,6,unknown
224,2,unknown
317,1,unknown
341,1,unknown
112,2,unknown
83,2,failure
123,3,unknown
174,2,success
210,2,unknown
185,1,unknown
159,3,unknown
10,1,other
460,3,unknown
109,1,unknown
539,1,unknown
124,1,unknown
253,1,failure
36,2,unknown
78,11,unknown
298,1,unknown
164,2,unknown
337,2,unknown
92,33,unknown
191,7,unknown
81,1,failure
113,11,unknown
494,1,unknown
178,2,unknown
8,1,unknown
190,2,unknown
114,1,unknown
28,4,unknown
321,3,other
236,2,unknown
118,1,unknown
136,1,unknown
100,1,other
315,6,failure
294,2,unknown
219,2,unknown
262,1,failure
298,2,success
636,2,unknown
100,4,unknown
392,2,unknown
100,3,unknown
32,2,other
609,1,failure
60,8,unknown
77,3,unknown
150,1,unknown
531,2,unknown
398,2,unknown
115,2,unknown
1166,1,other
198,3,unknown
580,1,failure
853,1,unknown
161,1,failure
119,8,unknown
22,4,unknown
21,3,unknown
1100,3,unknown
25,1,unknown
152,2,unknown
13,2,other
302,3,unknown
386,1,unknown
280,1,unknown
76,3,other
567,3,failure
106,2,unknown
181,2,unknown
83,2,unknown
249,2,unknown
148,18,unknown
190,1,unknown
1361,1,failure
131,2,other
276,2,unknown
362,1,unknown
187,3,unknown
122,1,unknown
71,5,unknown
329,1,unknown
493,2,unknown
104,1,failure
213,1,unknown
139,2,unknown
129,2,unknown
109,1,failure
168,1,unknown
103,5,unknown
463,2,unknown
365,1,unknown
97,8,unknown
85,1,unknown
80,4,unknown
47,1,unknown
16,10,unknown
87,1,unknown
172,1,unknown
338,9,unknown
423,5,unknown
324,1,unknown
62,13,unknown
192,1,unknown
29,1,unknown
289,1,unknown
161,2,unknown
52,8,unknown
202,2,unknown
141,4,unknown
253,1,unknown
219,2,unknown
198,3,unknown
490,1,unknown
204,2,failure
92,1,unknown
301,4,unknown
352,3,unknown
172,5,unknown
143,3,unknown
56,2,unknown
136,8,unknown
103,2,unknown
77,3,unknown
25,2,unknown
82,1,failure
27,1,unknown
200,4,unknown
147,1,unknown
286,2,unknown
12,11,unknown
97,1,unknown
230,1,unknown
114,2,unknown
87,2,failure
252,3,unknown
86,1,unknown
131,4,unknown
179,2,unknown
185,1,unknown
102,3,failure
329,2,unknown
135,5,unknown
282,1,unknown
90,4,unknown
443,7,unknown
590,2,unknown
67,3,unknown
106,13,unknown
126,5,unknown
56,1,failure
214,1,unknown
90,2,unknown
267,4,failure
266,2,unknown
28,2,unknown
19,4,other
364,1,unknown
643,3,unknown
271,1,unknown
145,3,unknown
274,2,unknown
176,1,unknown
111,2,failure
119,1,unknown
138,5,unknown
38,3,unknown
276,3,unknown
193,1,unknown
512,1,failure
58,8,unknown
221,2,unknown
102,1,failure
65,10,unknown
383,1,unknown
351,2,unknown
109,4,unknown
398,4,unknown
355,2,unknown
187,9,unknown
88,5,unknown
14,8,unknown
232,1,unknown
289,4,unknown
52,1,unknown
295,1,unknown
247,1,unknown
103,2,unknown
64,2,other
75,1,unknown
246,1,unknown
38,6,unknown
79,6,unknown
153,3,unknown
314,2,unknown
326,2,unknown
124,2,failure
84,9,unknown
346,5,unknown
6,2,unknown
216,13,unknown
884,3,unknown
116,6,unknown
534,1,unknown
556,1,unknown
318,2,unknown
343,1,unknown
245,1,unknown
57,5,success
141,4,unknown
178,3,unknown
6,1,unknown
428,3,unknown
370,1,failure
335,3,unknown
73,4,unknown
275,2,unknown
30,1,success
220,6,unknown
120,3,failure
151,10,unknown
125,2,failure
143,1,unknown
200,1,unknown
8,1,unknown
193,1,unknown
30,3,unknown
225,4,unknown
19,2,other
387,9,unknown
393,3,unknown
348,1,unknown
399,1,unknown
76,1,failure
117,1,unknown
64,1,unknown
82,3,unknown
22,6,unknown
554,1,unknown
148,5,unknown
296,1,unknown
524,2,unknown
318,1,unknown
394,1,unknown
111,2,unknown
193,1,unknown
134,1,failure
133,5,unknown
81,1,unknown
267,3,unknown
371,1,other
82,4,unknown
242,1,failure
320,1,failure
188,2,success
223,6,other
344,2,unknown
137,1,unknown
104,3,unknown
516,9,unknown
323,2,unknown
209,3,unknown
238,1,unknown
184,1,unknown
152,1,unknown
758,2,unknown
143,5,failure
773,3,unknown
345,2,unknown
281,5,success
163,1,unknown
160,1,success
535,1,unknown
369,2,unknown
210,2,unknown
269,3,other
408,2,unknown
215,3,unknown
56,1,unknown
83,3,unknown
1082,1,unknown
231,3,unknown
59,1,unknown
138,1,unknown
23,12,unknown
60,3,unknown
103,8,unknown
156,1,unknown
329,2,unknown
58,3,unknown
39,2,unknown
95,1,unknown
330,2,unknown
450,2,unknown
71,3,failure
155,1,failure
177,2,unknown
523,1,unknown
79,1,unknown
126,2,unknown
135,1,unknown
512,3,unknown
102,5,unknown
96,1,failure
67,5,unknown
109,4,unknown
23,6,other
112,3,failure
8,3,failure
57,1,failure
74,1,unknown
136,1,unknown
132,1,unknown
123,3,unknown
66,6,unknown
130,1,unknown
70,1,unknown
283,2,unknown
327,2,failure
397,2,failure
228,9,unknown
608,2,unknown
216,1,unknown
164,6,unknown
441,3,unknown
33,2,unknown
255,2,unknown
120,3,unknown
227,1,unknown
176,1,unknown
63,2,unknown
648,1,unknown
262,2,unknown
337,3,unknown
44,1,success
284,1,unknown
73,5,unknown
263,4,unknown
622,1,failure
99,2,unknown
951,1,failure
300,1,unknown
58,1,unknown
184,1,unknown
161,1,unknown
252,2,unknown
173,6,failure
149,1,failure
166,1,unknown
67,2,unknown
316,2,unknown
498,1,unknown
100,2,unknown
200,1,unknown
643,1,unknown
88,4,unknown
914,2,unknown
173,3,unknown
164,2,unknown
227,5,other
77,1,unknown
82,6,unknown
445,1,unknown
544,1,unknown
242,3,unknown
38,3,unknown
120,2,unknown
110,1,unknown
99,2,unknown
393,2,unknown
79,6,unknown
112,1,unknown
104,3,failure
75,7,unknown
45,1,unknown
108,2,unknown
528,3,unknown
266,2,unknown
272,2,unknown
100,1,unknown
136,1,unknown
92,3,unknown
168,4,unknown
125,4,unknown
165,2,unknown
273,1,unknown
82,1,unknown
146,1,success
178,2,unknown
168,3,failure
118,2,unknown
158,1,unknown
78,1,failure
353,4,unknown
148,4,unknown
60,1,unknown
131,1,unknown
152,1,failure
397,1,unknown
88,3,unknown
283,1,unknown
387,1,unknown
351,2,unknown
111,2,unknown
740,2,unknown
30,3,unknown
733,1,unknown
111,1,success
230,6,success
61,1,failure
114,2,unknown
460,1,unknown
130,1,unknown
57,3,unknown
190,1,unknown
296,2,unknown
80,3,unknown
83,2,unknown
43,1,unknown
376,2,unknown
238,1,unknown
90,1,unknown
299,3,unknown
283,1,unknown
174,9,unknown
57,2,unknown
79,2,failure
70,1,failure
267,1,unknown
608,2,unknown
88,1,success
370,1,unknown
91,22,unknown
100,1,unknown
417,2,unknown
157,1,unknown
222,2,unknown
520,1,unknown
58,2,unknown
185,2,unknown
149,1,unknown
276,8,unknown
84,4,unknown
103,6,unknown
174,1,unknown
76,1,failure
104,1,unknown
259,1,other
216,4,unknown
92,6,unknown
238,2,unknown
183,2,unknown
445,2,failure
485,2,unknown
85,3,unknown
333,1,unknown
97,2,unknown
157,6,other
560,2,unknown
10,2,unknown
430,1,unknown
135,2,other
696,2,unknown
34,2,unknown
177,1,unknown
206,2,other
531,3,unknown
35,2,unknown
90,2,unknown
79,2,unknown
65,1,unknown
370,4,unknown
84,10,unknown
62,2,failure
134,2,unknown
114,2,unknown
66,1,unknown
296,1,unknown
94,4,unknown
243,1,unknown
242,1,success
75,1,other
77,2,unknown
374,5,unknown
99,6,unknown
168,1,success
112,2,unknown
455,1,unknown
226,3,unknown
154,3,unknown
94,1,unknown
430,1,unknown
277,4,unknown
80,7,failure
359,2,unknown
126,2,unknown
59,2,unknown
293,1,unknown
109,7,unknown
285,1,unknown
275,2,other
188,4,unknown
367,1,failure
78,4,unknown
227,2,unknown
180,5,unknown
97,1,failure
150,1,unknown
99,2,unknown
44,1,unknown
98,1,unknown
139,1,other
26,1,unknown
5,3,failure
90,11,unknown
200,1,failure
137,1,failure
150,4,unknown
197,2,unknown
560,3,other
488,1,unknown
172,2,failure
388,2,unknown
204,3,unknown
771,1,unknown
118,3,unknown
163,3,failure
150,5,unknown
128,1,unknown
439,1,other
78,2,unknown
206,3,unknown
289,5,unknown
46,1,unknown
11,6,unknown
313,2,unknown
264,6,unknown
225,3,unknown
340,5,unknown
97,1,unknown
341,3,unknown
781,4,failure
580,4,unknown
137,1,unknown
62,3,unknown
407,2,unknown
333,1,unknown
237,4,unknown
157,2,unknown
217,1,unknown
220,2,unknown
196,1,unknown
55,1,failure
239,2,unknown
651,2,unknown
66,1,unknown
72,4,unknown
52,6,unknown
205,2,unknown
609,1,unknown
62,3,unknown
147,1,unknown
465,11,unknown
398,4,success
246,1,failure
416,2,unknown
140,1,unknown
377,1,unknown
330,3,unknown
250,1,unknown
176,1,other
130,3,unknown
131,2,unknown
229,1,unknown
29,1,unknown
213,4,unknown
409,2,unknown
104,2,unknown
96,1,unknown
134,1,unknown
378,1,unknown
299,4,failure
198,1,unknown
641,1,unknown
166,2,unknown
189,1,unknown
330,1,success
107,1,failure
120,2,unknown
241,2,failure
221,2,unknown
152,1,unknown
59,2,unknown
164,3,unknown
163,5,failure
47,2,unknown
321,2,unknown
42,2,unknown
272,1,other
294,3,unknown
386,1,unknown
51,1,unknown
78,3,unknown
10,2,unknown
219,7,failure
