duration,campaign,poutcome,deposit_num
1597,2,unknown,1
219,1,unknown,1
105,2,success,1
614,2,unknown,1
753,1,unknown,1
872,1,unknown,1
261,1,success,1
171,3,unknown,1
862,1,unknown,1
1178,1,success,1
507,1,unknown,1
758,4,unknown,1
169,2,unknown,1
257,2,success,1
1094,3,unknown,1
436,3,unknown,1
280,1,unknown,1
124,2,unknown,1
990,1,unknown,1
771,2,unknown,1
250,3,unknown,1
175,1,failure,1
505,2,unknown,1
1080,4,unknown,1
452,1,unknown,1
819,3,unknown,1
738,3,success,1
441,1,other,1
125,1,unknown,1
65,1,unknown,1
410,1,other,1
196,2,unknown,1
1030,3,unknown,1
1600,1,unknown,1
715,1,unknown,1
227,1,unknown,1
251,2,success,1
250,4,failure,1
274,1,success,1
279,1,other,1
584,1,unknown,1
1092,1,unknown,1
491,3,unknown,1
183,2,failure,1
228,2,failure,1
658,3,unknown,1
1282,6,unknown,1
49,2,unknown,1
575,2,unknown,1
402,3,unknown,1
661,1,failure,1
415,1,unknown,1
459,1,unknown,1
1102,3,unknown,1
703,2,unknown,1
822,6,success,1
453,2,unknown,1
648,1,unknown,1
362,2,success,1
365,4,unknown,1
1257,3,unknown,1
242,2,unknown,1
314,1,failure,1
141,1,unknown,1
480,1,success,1
420,1,failure,1
1635,1,unknown,1
262,2,failure,1
591,1,unknown,1
263,3,success,1
181,1,other,1
147,4,unknown,1
326,1,unknown,1
645,2,unknown,1
344,2,other,1
327,1,unknown,1
299,6,unknown,1
426,1,failure,1
355,1,unknown,1
131,4,failure,1
761,1,unknown,1
140,1,failure,1
1181,2,unknown,1
332,1,unknown,1
1048,1,unknown,1
168,1,success,1
132,1,unknown,1
716,3,unknown,1
419,2,unknown,1
95,1,unknown,1
603,1,other,1
553,3,unknown,1
449,2,unknown,1
436,2,other,1
242,1,failure,1
712,2,unknown,1
758,2,other,1
578,2,unknown,1
278,1,success,1
591,1,failure,1
830,1,unknown,1
462,2,unknown,1
442,8,unknown,1
75,3,failure,1
190,1,unknown,1
566,2,unknown,1
394,1,unknown,1
187,1,success,1
407,2,unknown,1
880,1,success,1
763,5,unknown,1
200,1,unknown,1
211,1,success,1
131,2,unknown,1
421,2,unknown,1
536,1,unknown,1
325,1,unknown,1
490,4,unknown,1
366,3,failure,1
356,3,success,1
213,3,unknown,1
1417,1,unknown,1
150,2,unknown,1
282,1,unknown,1
406,2,unknown,1
426,2,other,1
455,2,unknown,1
366,3,unknown,1
325,1,unknown,1
551,1,failure,1
366,6,unknown,1
669,1,failure,1
445,1,failure,1
1007,9,unknown,1
449,1,unknown,1
331,1,unknown,1
1469,9,unknown,1
1512,1,failure,1
1486,1,unknown,1
612,1,unknown,1
358,1,unknown,1
772,1,unknown,1
216,1,failure,1
1360,9,unknown,1
787,1,unknown,1
456,2,unknown,1
185,1,success,1
65,2,failure,1
371,1,unknown,1
165,1,success,1
287,5,success,1
580,1,unknown,1
39,1,unknown,1
241,1,success,1
110,2,unknown,1
505,1,unknown,1
454,6,unknown,1
341,2,unknown,1
113,1,unknown,1
724,16,unknown,1
1010,3,unknown,1
296,1,failure,1
1106,2,unknown,1
244,2,unknown,1
2301,1,unknown,1
1109,2,unknown,1
409,1,failure,1
1181,4,unknown,1
1143,1,unknown,1
1017,6,unknown,1
730,11,unknown,1
368,1,unknown,1
266,1,unknown,1
812,1,unknown,1
1422,10,unknown,1
238,2,success,1
300,3,unknown,1
520,1,unknown,1
576,1,unknown,1
350,1,success,1
545,2,unknown,1
572,1,unknown,1
176,2,success,1
268,1,unknown,1
1658,1,failure,1
974,2,unknown,1
651,2,failure,1
184,1,unknown,1
178,1,unknown,1
347,4,success,1
343,3,unknown,1
704,1,unknown,1
239,4,unknown,1
236,2,unknown,1
1314,2,unknown,1
298,1,unknown,1
1407,1,unknown,1
324,1,unknown,1
649,2,unknown,1
250,1,failure,1
150,1,unknown,1
306,1,unknown,1
1502,1,unknown,1
1555,2,unknown,1
731,6,unknown,1
1767,2,unknown,1
679,1,failure,1
696,1,unknown,1
796,4,unknown,1
812,1,unknown,1
954,1,unknown,1
1073,1,unknown,1
667,1,other,1
233,2,unknown,1
236,1,unknown,1
323,1,unknown,1
114,1,unknown,1
178,1,success,1
352,3,failure,1
330,3,unknown,1
819,10,unknown,1
409,2,success,1
855,4,unknown,1
243,3,success,1
139,1,success,1
226,2,success,1
172,3,unknown,1
635,1,failure,1
309,1,unknown,1
605,2,success,1
745,1,failure,1
263,2,success,1
429,2,success,1
304,1,failure,1
1603,10,unknown,1
710,1,unknown,1
118,1,unknown,1
613,1,success,1
790,4,other,1
182,1,other,1
291,1,failure,1
168,1,failure,1
663,3,unknown,1
579,1,unknown,1
292,1,failure,1
226,7,unknown,1
150,2,unknown,1
611,2,unknown,1
933,1,unknown,1
370,2,unknown,1
1138,2,failure,1
241,1,success,1
150,1,success,1
229,1,unknown,1
322,1,unknown,1
527,1,unknown,1
184,4,unknown,1
305,3,unknown,1
623,1,success,1
1051,3,unknown,1
1532,3,unknown,1
97,1,unknown,1
122,1,unknown,1
158,2,unknown,1
136,1,unknown,1
482,2,unknown,1
252,1,success,1
968,2,success,1
708,1,success,1
230,2,unknown,1
295,3,unknown,1
265,1,unknown,1
536,2,unknown,1
2692,9,unknown,1
546,3,unknown,1
630,3,unknown,1
211,1,unknown,1
696,2,unknown,1
210,5,unknown,1
91,1,success,1
265,1,success,1
1790,2,unknown,1
746,1,unknown,1
671,2,unknown,1
215,1,success,1
692,3,unknown,1
528,1,unknown,1
309,3,success,1
1034,1,unknown,1
261,1,unknown,1
745,4,unknown,1
844,1,unknown,1
627,1,unknown,1
393,1,success,1
315,1,success,1
569,3,unknown,1
1447,2,unknown,1
153,1,success,1
984,1,unknown,1
2231,1,unknown,1
697,3,unknown,1
783,1,failure,1
835,1,unknown,1
476,1,unknown,1
289,1,unknown,1
1132,2,unknown,1
1806,2,other,1
651,32,unknown,1
718,2,unknown,1
100,2,unknown,1
2078,6,unknown,1
676,2,failure,1
95,1,success,1
566,4,unknown,1
162,2,unknown,1
154,1,unknown,1
687,7,unknown,1
744,2,unknown,1
700,3,unknown,1
1241,5,unknown,1
2016,2,unknown,1
872,1,unknown,1
225,2,failure,1
460,1,unknown,1
404,2,success,1
156,1,unknown,1
885,5,failure,1
1124,2,unknown,1
229,2,unknown,1
25,1,success,1
681,3,unknown,1
934,2,failure,1
378,1,unknown,1
814,1,unknown,1
762,1,success,1
132,1,unknown,1
1081,2,unknown,1
259,1,unknown,1
171,1,unknown,1
304,2,success,1
650,2,unknown,1
392,2,success,1
500,2,unknown,1
278,4,success,1
573,5,unknown,1
808,2,unknown,1
337,1,success,1
347,3,unknown,1
99,1,success,1
474,1,success,1
460,2,unknown,1
97,1,unknown,1
716,3,unknown,1
2184,2,failure,1
384,11,unknown,1
2420,3,unknown,1
731,3,failure,1
123,1,success,1
733,1,unknown,1
716,2,unknown,1
201,1,success,1
394,1,unknown,1
219,2,unknown,1
150,1,success,1
172,4,unknown,1
153,2,success,1
169,1,unknown,1
360,1,success,1
101,7,unknown,1
1294,2,unknown,1
517,1,unknown,1
982,1,unknown,1
429,2,unknown,1
226,2,failure,1
1084,1,failure,1
607,3,other,1
164,1,other,1
1970,3,unknown,1
247,1,success,1
1121,1,unknown,1
371,2,unknown,1
838,3,unknown,1
1064,1,success,1
182,2,failure,1
732,2,unknown,1
102,1,unknown,1
513,1,unknown,1
652,1,unknown,1
301,1,unknown,1
554,2,unknown,1
899,3,unknown,1
1960,3,unknown,1
615,4,unknown,1
203,1,success,1
186,2,unknown,1
167,1,unknown,1
1249,3,unknown,1
338,1,unknown,1
1373,2,unknown,1
525,3,unknown,1
687,4,unknown,1
1576,3,unknown,1
784,2,unknown,1
122,1,success,1
190,1,success,1
188,3,failure,1
720,2,unknown,1
250,2,success,1
700,4,unknown,1
303,9,unknown,1
217,1,success,1
200,1,unknown,1
1528,2,unknown,1
777,2,unknown,1
243,2,unknown,1
651,1,unknown,1
174,2,success,1
650,5,unknown,1
96,1,unknown,1
415,2,other,1
281,1,unknown,1
949,2,unknown,1
1150,3,unknown,1
1962,1,failure,1
280,2,failure,1
430,1,success,1
393,2,unknown,1
146,1,success,1
705,1,unknown,1
281,4,failure,1
107,1,success,1
789,1,unknown,1
1252,1,unknown,1
136,1,failure,1
154,1,unknown,1
668,2,success,1
682,1,unknown,1
560,2,unknown,1
156,1,failure,1
255,2,unknown,1
1153,3,unknown,1
319,1,unknown,1
131,1,failure,1
244,2,unknown,1
529,2,success,1
1103,2,unknown,1
216,1,unknown,1
225,1,success,1
701,1,success,1
390,2,unknown,1
187,1,success,1
224,1,other,1
407,3,failure,1
574,1,failure,1
625,1,unknown,1
255,1,success,1
63,2,success,1
232,1,success,1
305,2,success,1
952,2,unknown,1
662,3,unknown,1
1344,7,unknown,1
333,2,unknown,1
332,1,failure,1
646,3,unknown,1
1486,1,unknown,1
1068,3,unknown,1
130,1,unknown,1
364,3,unknown,1
259,1,other,1
767,2,unknown,1
308,2,unknown,1
531,2,unknown,1
792,1,unknown,1
324,1,failure,1
338,2,unknown,1
315,2,failure,1
550,1,unknown,1
159,1,unknown,1
364,11,unknown,1
580,3,unknown,1
218,4,unknown,1
84,1,unknown,1
506,2,unknown,1
186,1,unknown,1
642,2,unknown,1
153,3,success,1
176,2,success,1
1388,2,unknown,1
170,1,unknown,1
264,7,unknown,1
638,3,unknown,1
1422,2,unknown,1
441,1,unknown,1
996,1,unknown,1
415,2,unknown,1
210,2,unknown,1
144,2,unknown,1
857,4,unknown,1
411,1,unknown,1
483,4,success,1
632,2,success,1
252,1,unknown,1
319,1,unknown,1
1039,9,unknown,1
164,2,failure,1
196,2,success,1
170,4,unknown,1
305,1,success,1
267,2,unknown,1
556,7,unknown,1
514,1,unknown,1
403,2,unknown,1
293,1,success,1
562,4,unknown,1
1598,4,failure,1
531,1,success,1
2453,2,unknown,1
655,4,unknown,1
144,1,unknown,1
434,2,unknown,1
155,1,success,1
866,2,unknown,1
930,1,unknown,1
2093,1,unknown,1
384,1,unknown,1
289,1,other,1
469,1,unknown,1
222,3,success,1
100,2,unknown,1
504,1,unknown,1
504,1,unknown,1
1230,3,unknown,1
427,1,unknown,1
926,1,unknown,1
455,1,failure,1
904,1,unknown,1
409,2,unknown,1
412,1,unknown,1
735,1,unknown,1
385,2,success,1
1063,2,unknown,1
606,3,unknown,1
884,4,unknown,1
181,1,success,1
574,2,unknown,1
369,3,unknown,1
161,2,failure,1
643,1,unknown,1
820,4,unknown,1
374,2,success,1
406,2,unknown,1
84,1,success,1
456,1,unknown,1
192,1,other,1
89,1,success,1
636,3,unknown,1
207,2,other,1
1306,5,unknown,1
610,1,unknown,1
918,1,unknown,1
494,1,unknown,1
232,1,unknown,1
349,1,success,1
753,6,unknown,1
938,2,unknown,1
474,2,unknown,1
601,3,unknown,1
594,1,success,1
427,1,failure,1
618,1,unknown,1
136,2,failure,1
813,1,unknown,1
897,4,unknown,1
137,1,unknown,1
200,1,success,1
719,1,unknown,1
202,2,success,1
554,1,unknown,1
703,1,unknown,1
108,2,success,1
796,5,unknown,1
458,1,unknown,1
266,1,failure,1
279,2,unknown,1
356,4,unknown,1
449,2,success,1
274,2,success,1
916,2,unknown,1
435,1,unknown,1
118,2,unknown,1
792,3,unknown,1
956,1,unknown,1
276,2,unknown,1
360,1,success,1
90,1,failure,1
182,2,success,1
179,1,unknown,1
302,1,unknown,1
618,1,unknown,1
523,2,unknown,1
820,1,unknown,1
499,2,failure,1
1130,2,unknown,1
955,5,unknown,1
808,2,unknown,1
371,1,failure,1
1078,1,unknown,1
425,2,unknown,1
830,5,unknown,1
617,2,unknown,1
971,2,unknown,1
727,3,unknown,1
141,2,unknown,1
266,1,unknown,1
975,4,unknown,1
283,1,unknown,1
562,2,success,1
612,4,unknown,1
103,2,other,1
1710,2,other,1
403,1,success,1
602,1,other,1
587,1,unknown,1
481,2,unknown,1
161,2,unknown,1
132,1,unknown,1
1223,6,unknown,1
674,3,unknown,1
732,1,unknown,1
954,2,success,1
1114,1,success,1
1242,1,unknown,1
185,1,failure,1
658,1,failure,1
169,1,failure,1
765,2,success,1
319,1,success,1
214,2,success,1
408,1,unknown,1
179,3,unknown,1
1720,1,unknown,1
309,1,unknown,1
268,2,success,1
224,3,unknown,1
718,2,success,1
491,1,unknown,1
375,2,unknown,1
1039,7,unknown,1
236,1,other,1
485,1,unknown,1
344,2,success,1
204,1,unknown,1
254,5,unknown,1
459,3,unknown,1
574,1,unknown,1
372,1,success,1
252,4,unknown,1
775,5,failure,1
840,3,unknown,1
78,3,unknown,1
475,3,unknown,1
717,3,unknown,1
186,1,unknown,1
244,1,unknown,1
412,2,unknown,1
451,1,failure,1
696,1,other,1
156,1,other,1
414,1,success,1
1272,3,unknown,1
1205,1,unknown,1
835,1,unknown,1
309,1,success,1
196,4,unknown,1
232,2,unknown,1
347,2,unknown,1
618,1,unknown,1
264,1,unknown,1
335,1,unknown,1
102,1,success,1
138,2,unknown,1
431,2,unknown,1
151,1,unknown,1
187,1,unknown,0
102,1,unknown,0
118,2,success,0
89,1,failure,0
102,1,unknown,0
315,3,unknown,0
231,1,unknown,0
149,5,failure,0
302,2,unknown,0
309,1,unknown,0
240,1,unknown,0
131,2,unknown,0
185,1,unknown,0
169,1,unknown,0
271,4,unknown,0
98,7,unknown,0
161,2,unknown,0
47,5,unknown,0
164,2,unknown,0
164,1,unknown,0
193,1,unknown,0
8,4,unknown,0
454,19,unknown,0
70,3,unknown,0
119,11,unknown,0
212,2,unknown,0
157,4,unknown,0
119,3,unknown,0
130,2,unknown,0
472,1,unknown,0
488,2,unknown,0
139,4,unknown,0
97,1,unknown,0
174,1,unknown,0
95,2,unknown,0
145,4,unknown,0
32,3,unknown,0
121,3,unknown,0
217,4,failure,0
60,2,unknown,0
46,2,unknown,0
263,1,other,0
240,3,failure,0
977,4,unknown,0
315,2,unknown,0
72,3,unknown,0
73,3,unknown,0
355,1,unknown,0
320,1,unknown,0
60,6,unknown,0
175,3,success,0
256,2,unknown,0
323,2,unknown,0
340,7,unknown,0
163,1,unknown,0
221,6,unknown,0
135,1,unknown,0
73,6,unknown,0
221,8,unknown,0
74,2,unknown,0
174,1,failure,0
782,2,unknown,0
100,4,unknown,0
244,2,unknown,0
233,2,unknown,0
59,1,unknown,0
136,1,failure,0
230,8,unknown,0
218,2,unknown,0
888,3,unknown,0
217,1,unknown,0
73,1,unknown,0
66,7,unknown,0
640,1,unknown,0
309,3,unknown,0
250,7,unknown,0
305,2,unknown,0
128,1,unknown,0
106,3,other,0
64,1,unknown,0
202,1,unknown,0
34,1,other,0
106,1,unknown,0
230,2,unknown,0
297,1,failure,0
129,1,unknown,0
131,2,unknown,0
282,1,unknown,0
260,2,unknown,0
132,1,unknown,0
245,1,unknown,0
61,3,unknown,0
174,1,unknown,0
370,2,unknown,0
262,1,unknown,0
100,2,failure,0
69,2,unknown,0
440,1,unknown,0
99,1,failure,0
346,1,unknown,0
492,2,unknown,0
197,13,unknown,0
308,1,unknown,0
126,2,unknown,0
174,2,unknown,0
21,3,unknown,0
167,2,unknown,0
526,1,failure,0
391,2,unknown,0
19,1,unknown,0
85,3,unknown,0
289,1,failure,0
55,6,unknown,0
159,1,unknown,0
186,1,unknown,0
576,1,unknown,0
58,9,unknown,0
95,1,unknown,0
1353,2,unknown,0
88,2,unknown,0
57,5,unknown,0
256,1,unknown,0
127,2,unknown,0
60,4,unknown,0
506,2,unknown,0
70,1,unknown,0
168,1,unknown,0
51,1,unknown,0
207,1,unknown,0
164,2,unknown,0
327,1,unknown,0
538,2,failure,0
131,3,unknown,0
441,3,unknown,0
263,1,unknown,0
127,4,unknown,0
66,4,unknown,0
203,2,unknown,0
281,4,unknown,0
137,2,unknown,0
302,2,unknown,0
91,1,unknown,0
90,3,unknown,0
97,1,unknown,0
10,5,other,0
184,3,unknown,0
118,7,unknown,0
63,1,unknown,0
96,1,success,0
41,2,failure,0
100,4,unknown,0
63,1,unknown,0
31,3,failure,0
146,7,unknown,0
113,2,unknown,0
175,1,unknown,0
165,2,unknown,0
99,1,unknown,0
416,8,unknown,0
202,2,unknown,0
297,3,unknown,0
301,1,unknown,0
253,1,unknown,0
125,2,unknown,0
321,4,failure,0
231,4,unknown,0
88,1,unknown,0
107,2,unknown,0
54,1,unknown,0
161,1,unknown,0
23,1,unknown,0
32,2,failure,0
57,6,unknown,0
228,1,unknown,0
70,1,unknown,0
389,3,unknown,0
35,1,unknown,0
195,1,unknown,0
382,10,unknown,0
173,1,unknown,0
44,2,failure,0
510,1,failure,0
185,1,unknown,0
325,2,unknown,0
296,3,unknown,0
58,1,failure,0
220,2,failure,0
161,1,unknown,0
210,2,failure,0
8,10,unknown,0
240,1,unknown,0
64,5,unknown,0
95,10,unknown,0
255,1,unknown,0
4,1,unknown,0
234,1,unknown,0
309,3,unknown,0
80,2,unknown,0
45,1,unknown,0
102,1,unknown,0
98,1,failure,0
311,2,unknown,0
195,1,unknown,0
217,6,unknown,0
8,6,unknown,0
12,5,unknown,0
29,2,unknown,0
606,1,failure,0
199,1,unknown,0
107,7,unknown,0
104,2,unknown,0
249,2,unknown,0
161,3,unknown,0
27,1,unknown,0
77,3,unknown,0
183,1,unknown,0
360,2,unknown,0
262,6,unknown,0
105,2,failure,0
145,2,unknown,0
859,1,other,0
128,1,unknown,0
58,2,other,0
161,2,failure,0
31,2,unknown,0
99,2,other,0
112,2,unknown,0
202,2,unknown,0
229,2,unknown,0
113,3,failure,0
222,3,failure,0
113,1,other,0
161,1,failure,0
43,1,other,0
303,2,failure,0
421,1,unknown,0
606,1,unknown,0
358,1,failure,0
182,1,unknown,0
90,1,unknown,0
89,5,failure,0
258,2,unknown,0
265,1,unknown,0
277,1,unknown,0
9,1,unknown,0
415,2,unknown,0
585,4,unknown,0
16,6,other,0
73,1,unknown,0
279,2,unknown,0
1529,2,unknown,0
256,2,unknown,0
325,2,unknown,0
201,5,unknown,0
12,3,unknown,0
96,1,unknown,0
214,2,unknown,0
208,1,unknown,0
63,1,failure,0
139,1,unknown,0
101,1,unknown,0
129,2,failure,0
87,1,failure,0
101,3,unknown,0
36,1,other,0
273,2,unknown,0
193,5,unknown,0
221,4,unknown,0
316,4,unknown,0
308,4,unknown,0
102,2,unknown,0
64,7,unknown,0
192,1,unknown,0
34,3,unknown,0
112,1,other,0
117,2,unknown,0
160,1,failure,0
139,3,unknown,0
119,1,unknown,0
62,1,unknown,0
228,2,unknown,0
161,2,unknown,0
130,2,unknown,0
422,1,success,0
1029,3,unknown,0
393,1,other,0
143,1,unknown,0
79,4,failure,0
249,2,unknown,0
535,1,failure,0
537,5,unknown,0
55,5,unknown,0
132,2,unknown,0
414,2,unknown,0
61,2,unknown,0
101,2,unknown,0
10,6,unknown,0
1855,3,unknown,0
15,5,unknown,0
208,2,unknown,0
59,1,other,0
247,2,unknown,0
274,2,unknown,0
271,1,failure,0
425,4,unknown,0
93,1,other,0
51,1,failure,0
54,1,unknown,0
101,2,unknown,0
36,1,unknown,0
423,2,unknown,0
266,2,failure,0
174,1,unknown,0
163,2,unknown,0
18,2,unknown,0
517,3,failure,0
256,1,failure,0
257,1,unknown,0
123,3,unknown,0
472,1,unknown,0
38,1,unknown,0
174,3,unknown,0
204,1,unknown,0
95,1,success,0
131,1,failure,0
63,5,unknown,0
67,4,unknown,0
61,2,unknown,0
249,4,unknown,0
47,1,unknown,0
12,7,other,0
107,2,unknown,0
63,2,unknown,0
340,2,unknown,0
204,2,unknown,0
96,1,failure,0
285,2,unknown,0
52,2,unknown,0
55,2,failure,0
170,4,unknown,0
173,1,unknown,0
155,2,unknown,0
150,5,unknown,0
98,1,unknown,0
195,1,unknown,0
112,4,unknown,0
49,5,unknown,0
426,9,unknown,0
104,3,failure,0
161,4,unknown,0
56,2,unknown,0
97,1,unknown,0
280,13,unknown,0
198,2,unknown,0
94,4,unknown,0
105,2,unknown,0
73,1,unknown,0
109,8,unknown,0
52,5,unknown,0
211,1,unknown,0
119,2,unknown,0
65,2,failure,0
155,1,failure,0
221,1,failure,0
266,1,unknown,0
187,4,unknown,0
179,25,unknown,0
83,1,unknown,0
246,2,unknown,0
462,1,other,0
169,2,unknown,0
358,2,unknown,0
277,1,unknown,0
335,3,unknown,0
73,1,failure,0
182,1,unknown,0
485,6,unknown,0
178,1,failure,0
250,2,unknown,0
468,2,unknown,0
77,3,unknown,0
122,17,unknown,0
114,3,unknown,0
66,1,unknown,0
345,2,other,0
198,2,unknown,0
214,8,failure,0
176,1,unknown,0
95,8,unknown,0
32,3,unknown,0
71,3,unknown,0
234,4,unknown,0
67,1,unknown,0
106,1,unknown,0
81,2,failure,0
259,3,unknown,0
331,1,unknown,0
92,3,unknown,0
90,7,unknown,0
64,2,unknown,0
105,1,unknown,0
124,4,unknown,0
130,2,unknown,0
275,3,unknown,0
62,1,unknown,0
427,1,unknown,0
88,10,unknown,0
161,1,unknown,0
220,1,success,0
185,2,unknown,0
85,4,unknown,0
392,2,unknown,0
141,9,unknown,0
112,2,unknown,0
318,1,failure,0
453,1,unknown,0
144,5,failure,0
23,1,unknown,0
835,7,unknown,0
166,1,unknown,0
133,3,unknown,0
203,1,unknown,0
187,1,unknown,0
399,2,other,0
140,2,unknown,0
7,7,unknown,0
441,1,unknown,0
58,2,unknown,0
147,1,unknown,0
166,4,unknown,0
921,4,unknown,0
176,4,unknown,0
11,5,unknown,0
170,2,unknown,0
145,2,unknown,0
238,1,unknown,0
51,3,failure,0
120,6,unknown,0
86,1,other,0
264,2,unknown,0
106,2,failure,0
68,3,unknown,0
97,1,unknown,0
106,2,unknown,0
322,1,unknown,0
80,2,unknown,0
193,1,unknown,0
61,4,unknown,0
71,1,unknown,0
276,5,unknown,0
140,2,unknown,0
143,2,unknown,0
89,1,failure,0
85,1,unknown,0
673,1,unknown,0
189,2,unknown,0
65,1,success,0
570,2,unknown,0
94,3,unknown,0
333,4,unknown,0
189,2,unknown,0
365,2,failure,0
112,2,unknown,0
220,1,other,0
322,1,unknown,0
433,2,failure,0
134,1,unknown,0
357,1,unknown,0
78,3,success,0
31,7,failure,0
107,1,failure,0
49,1,unknown,0
139,1,success,0
71,3,unknown,0
2053,2,other,0
85,1,failure,0
114,1,failure,0
8,6,unknown,0
12,10,unknown,0
392,4,unknown,0
151,11,unknown,0
127,2,unknown,0
93,1,unknown,0
200,1,failure,0
162,1,unknown,0
130,1,unknown,0
413,2,unknown,0
251,3,unknown,0
125,1,unknown,0
247,1,unknown,0
265,1,unknown,0
64,1,unknown,0
128,2,unknown,0
427,1,unknown,0
188,2,unknown,0
315,1,unknown,0
372,3,unknown,0
741,1,unknown,0
125,1,unknown,0
806,4,unknown,0
193,2,unknown,0
69,1,unknown,0
52,4,unknown,0
125,1,unknown,0
227,15,unknown,0
239,2,failure,0
128,1,unknown,0
233,2,unknown,0
576,1,unknown,0
415,4,unknown,0
127,7,unknown,0
214,2,unknown,0
922,2,unknown,0
184,1,unknown,0
308,1,unknown,0
139,2,failure,0
80,16,unknown,0
129,1,unknown,0
356,1,failure,0
54,1,unknown,0
81,1,unknown,0
319,1,failure,0
277,1,unknown,0
114,1,unknown,0
93,1,unknown,0
130,1,unknown,0
1241,3,unknown,0
232,3,unknown,0
423,1,unknown,0
122,1,unknown,0
79,4,failure,0
55,1,unknown,0
22,7,unknown,0
256,1,unknown,0
707,1,failure,0
176,2,failure,0
766,2,other,0
208,2,failure,0
107,4,unknown,0
201,3,unknown,0
194,1,unknown,0
206,3,unknown,0
109,1,failure,0
79,1,unknown,0
472,3,unknown,0
647,10,unknown,0
632,2,unknown,0
45,5,unknown,0
146,4,unknown,0
73,1,unknown,0
399,1,unknown,0
124,2,unknown,0
119,1,success,0
145,1,unknown,0
124,3,unknown,0
107,1,unknown,0
117,8,unknown,0
111,2,unknown,0
515,2,unknown,0
205,4,unknown,0
75,1,unknown,0
503,4,unknown,0
275,5,unknown,0
948,1,unknown,0
295,1,success,0
79,2,unknown,0
141,2,unknown,0
166,2,unknown,0
29,4,unknown,0
157,1,unknown,0
448,1,unknown,0
70,1,unknown,0
229,5,unknown,0
160,2,failure,0
238,8,unknown,0
238,3,failure,0
102,6,unknown,0
74,2,unknown,0
52,1,unknown,0
60,3,unknown,0
186,1,unknown,0
29,1,unknown,0
57,3,unknown,0
107,2,unknown,0
280,1,failure,0
139,2,failure,0
72,3,unknown,0
216,1,unknown,0
132,2,unknown,0
132,2,unknown,0
88,1,unknown,0
40,1,unknown,0
188,2,unknown,0
161,1,unknown,0
68,3,unknown,0
47,4,unknown,0
196,3,unknown,0
133,1,unknown,0
139,1,unknown,0
174,3,unknown,0
104,3,unknown,0
121,2,unknown,0
211,1,unknown,0
315,1,other,0
256,3,unknown,0
49,3,failure,0
361,2,unknown,0
398,2,unknown,0
336,1,failure,0
358,3,unknown,0
101,1,success,0
98,4,unknown,0
114,2,unknown,0
101,3,unknown,0
161,1,unknown,0
392,6,unknown,0
285,1,unknown,0
64,2,unknown,0
195,6,unknown,0
290,2,unknown,0
41,1,other,0
283,1,unknown,0
113,3,unknown,0
99,1,unknown,0
116,2,failure,0
239,2,unknown,0
195,1,unknown,0
338,1,unknown,0
97,1,unknown,0
1386,1,unknown,0
97,5,unknown,0
99,2,unknown,0
76,4,unknown,0
517,1,failure,0
456,1,unknown,0
635,3,failure,0
126,1,other,0
148,2,unknown,0
12,5,unknown,0
58,1,unknown,0
62,4,unknown,0
120,6,unknown,0
13,3,unknown,0
661,4,failure,0
200,3,failure,0
36,3,unknown,0
76,2,unknown,0
1426,2,failure,0
92,1,failure,0
148,1,unknown,0
177,1,unknown,0
47,2,unknown,0
279,1,failure,0
48,1,unknown,0
174,5,unknown,0
73,4,unknown,0
185,1,unknown,0
373,4,unknown,0
31,8,unknown,0
155,2,unknown,0
318,1,unknown,0
87,4,unknown,0
21,2,unknown,0
152,3,unknown,0
376,4,unknown,0
136,3,success,0
61,4,unknown,0
432,1,unknown,0
72,3,unknown,0
197,3,unknown,0
58,3,other,0
130,10,unknown,0
93,3,unknown,0
243,1,unknown,0
191,2,unknown,0
509,2,unknown,0
307,1,unknown,0
175,3,unknown,0
359,1,unknown,0
15,1,unknown,0
56,1,other,0
161,1,unknown,0
153,1,unknown,0
173,1,failure,0
56,1,unknown,0
112,2,unknown,0
191,1,failure,0
145,2,unknown,0
149,3,unknown,0
122,10,unknown,0
122,7,unknown,0
234,1,other,0
1169,4,unknown,0
180,2,failure,0
343,4,unknown,0
38,6,unknown,0
236,3,unknown,0
25,1,unknown,0
87,3,unknown,0
251,2,unknown,0
113,1,unknown,0
533,3,unknown,0
98,2,unknown,0
317,1,unknown,0
267,2,unknown,0
216,2,unknown,0
457,5,unknown,0
50,2,unknown,0
46,2,unknown,0
133,2,success,0
138,1,failure,0
574,2,unknown,0
224,2,unknown,0
115,4,unknown,0
262,2,unknown,0
255,1,unknown,0
338,4,unknown,0
137,3,unknown,0
99,3,unknown,0
260,1,unknown,0
93,1,unknown,0
169,3,unknown,0
150,1,unknown,0
90,2,unknown,0
127,2,other,0
109,1,unknown,0
127,4,failure,0
559,1,failure,0
306,2,unknown,0
63,3,unknown,0
36,1,failure,0
265,2,unknown,0
235,1,unknown,0
120,1,unknown,0
199,4,unknown,0
96,1,unknown,0
122,1,unknown,0
64,1,unknown,0
439,2,unknown,0
177,1,unknown,0
249,5,unknown,0
972,2,unknown,0
63,4,unknown,0
143,2,failure,0
345,1,unknown,0
559,4,unknown,0
253,2,unknown,0
580,7,unknown,0
144,1,unknown,0
301,1,unknown,0
53,8,unknown,0
189,1,unknown,0
101,3,success,0
62,1,failure,0
26,2,failure,0
16,5,unknown,0
157,2,unknown,0
225,1,unknown,0
712,1,unknown,0
